token,list of numbers
youthbias,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
trant,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
soundtrack,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
ret,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
40s,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
pastel,"[0, 0, 0, 0, 1, 0, 0, 0, 2]"
179,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
expresso,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
nonf,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
lisbo,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
piripir,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
galao,"[0, 0, 0, 0, 2, 0, 0, 0, 2]"
galown,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
partak,"[0, 0, 0, 0, 1, 0, 0, 0, 1]"
summertim,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
williamsburg,"[0, 0, 1, 0, 0, 0, 0, 0, 2]"
stepdaught,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
az,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
cafestyl,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
forgetting/not,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
attention/messing,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
astor,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2f4pm,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
s=1177c380c4fdc0635ee4c8023f8f361b4e8486b9bd15e870c2d0a4a9ec887374,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
cook/owner,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
foo,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
sirrach,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
church,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
sunr,"[0, 0, 0, 0, 0, 0, 4, 0, 4]"
outskirt,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
saigon,"[0, 0, 0, 0, 0, 0, 2, 0, 1]"
gophosometh,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
viettha,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
nuong,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
va,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7days,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
hoi,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
cloudy,"[0, 0, 1, 0, 1, 0, 1, 0, 1]"
perplex,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
9:45,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
sass,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
5+,"[2, 0, 0, 0, 0, 0, 1, 0, 1]"
enthusiam,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
6:15pm,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
6:40pm,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
7:00pm,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
7:35pm,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
7:20pm,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
pandemon,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
kfc,"[5, 0, 0, 0, 6, 0, 0, 0, 0]"
bonafid,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
poppin,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
kubilay,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
salad/,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
20th,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
ioan,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
makeyourpast,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
bowty,"[0, 0, 0, 0, 1, 0, 0, 0, 1]"
530pm,"[1, 0, 0, 0, 1, 0, 0, 0, 0]"
soup/salad/bread,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
bottomofthepot,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
11:45ish,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
rewarm,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
budd,"[0, 0, 2, 0, 2, 0, 0, 0, 0]"
taiwaines,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
freshm,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
goodclosest,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
italianam,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
laurel,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
lowp,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
3:30pm,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
maid,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
devot,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
faith,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
billiard,"[0, 0, 2, 0, 0, 0, 1, 0, 0]"
strewn,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
applaud,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
evolv,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
19:00,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
companiesspons,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
anijito,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
washed/rins,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
sun/shade,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
singers/guitarist,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
wuerezburg,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
12pack,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
*thumbs,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
down*,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
transfer,"[1, 0, 1, 0, 0, 0, 1, 0, 0]"
floor/patio,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1982,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
berny,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
pointless,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
foresaw,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
drumbl,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
drunk+stumbles,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
knuckl,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
whitefolk,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
unbread,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
snitzel,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
peps,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
ber,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
aback,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
daisy,"[0, 0, 0, 0, 0, 0, 2, 0, 1]"
sorrow,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
godzill,"[0, 0, 0, 0, 0, 0, 3, 0, 1]"
vic,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1:20:00,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
2:35:00,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
mishap,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
divert,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
onetop,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
redem,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
pyr,"[0, 0, 0, 0, 1, 0, 7, 0, 2]"
caffeinefr,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
lavand,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
soho,"[0, 0, 0, 0, 0, 0, 3, 0, 0]"
kaleslaw,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
wloo,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
cp,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
bung,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
creamsic,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
superhero,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
oneloc,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
cafes/bakery,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
relev,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
disconnect,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
postpon,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
synt,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
bulletproof,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
vegat,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
sofa,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
elect,"[0, 0, 0, 0, 1, 0, 1, 0, 1]"
hc,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
cranberrywil,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
deskstyl,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
coffee/tea,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
magnet,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
vegan/hippie,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
sne,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
sugarfr,"[0, 0, 2, 0, 0, 0, 0, 0, 0]"
agav,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
stuckup,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
outvot,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
sanwhich,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
mustach,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
tattoo,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
recook,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
**sighs**,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
handbat,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
smat,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
big/huge,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
vegetarian+halal,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
deet,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
milkshakes/ice,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
scraped,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
739,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
suv,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
ding,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
fries/ring,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
bestvealsandwich,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
cans/bottle,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
5:45,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
mid2011,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
piccat,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
plt,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
batm,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
sian,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
huuug,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
zalfrezy,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
yh,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
medium/,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
eouldnt,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
carot,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
jewelry,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
pretens,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
notepad,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
sybas,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
decont,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
rind,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
contempl,"[0, 0, 3, 0, 0, 0, 0, 0, 0]"
holiday/saturday,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
desol,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
regin,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
tribut,"[0, 0, 0, 0, 0, 0, 2, 0, 1]"
bretzel,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
craftsm,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
ganach,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
decorating/,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
dilemm,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
arkham,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
___,"[1, 0, 0, 0, 0, 0, 0, 0, 2]"
guild,"[0, 0, 0, 0, 0, 0, 0, 0, 3]"
audy,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
weapon,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
armo,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
roleplay,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
labat,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
stout,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
blackboard,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
pinnac,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
chiu,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
glossy,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
abovestandard,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
unin,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
appetizerlik,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
cleopatr,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
peren,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
westernstyl,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
ot,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
steamed/cook,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
claw,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
volatil,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
shan,"[0, 0, 1, 0, 0, 0, 0, 0, 1]"
k,"[0, 0, 1, 0, 0, 0, 0, 0, 1]"
renam,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
kingtin,"[0, 0, 0, 0, 4, 0, 0, 0, 0]"
2675,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
plump,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
redec,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
349,"[2, 0, 0, 0, 1, 0, 0, 0, 0]"
berkshir,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
optiom,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
trippl,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
timelin,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
arrog,"[2, 0, 1, 0, 0, 0, 0, 0, 0]"
adam,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
brooklyn,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
gods,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
crackerlik,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
giveaway,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
245,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
classico,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
bp,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
fullyload,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
phillycheesesteak,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
sportsbar/pizza,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
unprocess,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
amaaaazz,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
stemml,"[0, 0, 0, 0, 0, 0, 0, 0, 4]"
gerry,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
mary,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
shipshap,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
forwel,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
readyto,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
salsaric,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
nonit,"[0, 0, 0, 0, 0, 0, 0, 0, 3]"
wien,"[0, 0, 0, 0, 1, 0, 0, 0, 1]"
pepperet,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
leap,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
arby,"[1, 0, 1, 0, 2, 0, 10, 0, 0]"
marathon,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
barbequeesqu,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
218,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1068,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
stung,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
30+years,"[0, 0, 0, 0, 0, 0, 0, 0, 3]"
submarin,"[0, 0, 0, 0, 0, 0, 3, 0, 0]"
fritou,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
grandmast,"[0, 0, 0, 0, 0, 0, 3, 0, 0]"
8x11,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
briefest,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
glimps,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
clad,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1970,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
lunchm,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1970s,"[0, 0, 1, 0, 0, 0, 0, 0, 1]"
hoagy,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
outlaw,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
backup,"[0, 0, 0, 0, 2, 0, 0, 0, 0]"
workshop,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
superprom,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
local/organic,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
breadheadig,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
selectiondry,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
5minuted,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
18ish,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
bail,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
sc,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
behold,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
amiss,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1954,"[0, 0, 0, 0, 0, 0, 3, 0, 0]"
prerecord,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
frig,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
oxid,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
greyishbrown,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
quesidilla,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
maneuv,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
677,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
chipolt,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
jarrito,"[0, 0, 0, 0, 0, 0, 3, 0, 0]"
authetict,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
shrink,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
dav,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
9/17,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
frescostyl,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
pandaexpress,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
canadianchines,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
rangoon,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
diningin,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
kow,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
pattan,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
iew,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
prow,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
pak,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2b,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
wir,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
brocoll,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
wtih,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
eggrol,"[0, 0, 3, 0, 0, 0, 0, 0, 1]"
wayyyyyy,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
gao,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
heartburn,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
trail,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
19/20,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
frankenstein,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
irony,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
wacky,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
narn,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
bad/slow,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
imp,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
hotspot,"[0, 0, 0, 0, 1, 0, 2, 0, 0]"
jue,"[0, 0, 2, 0, 0, 0, 0, 0, 0]"
conpoy,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
gaudy,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
unjust,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
35/duck,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
duck/duck,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
tax+tip,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
consens,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
obstruct,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
shiu,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
kitsch,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
11:30am,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
bungalow,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
remodel,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
vest,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
afterthought,"[0, 0, 0, 0, 1, 0, 0, 0, 1]"
concord,"[0, 0, 1, 0, 0, 0, 5, 0, 0]"
midway,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1250,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
630pm,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
restock,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
2095,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
weisswurst,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
munich,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
salzburg,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
german/austr,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
cfl,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
forrest,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
dirndl,"[0, 0, 0, 0, 1, 0, 1, 0, 1]"
roulad,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
streudel,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1850,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
bratwurst,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
grutz,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
laberkas,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1645,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
crest,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
aplenty,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
05l,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
drum,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
keyboard,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
ballroom,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
rouladin,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
sourkrout,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
shpehtcel,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
snitchel,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
ejoy,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10000,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
germanstrudelporkhock,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
bavar,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
schenke,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
schnapps,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
suas,"[0, 0, 0, 0, 2, 0, 0, 0, 0]"
oakridg,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
acr,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
3x3,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
cheest,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
sau,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
thr,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
"18,00","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
chainwid,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
paus,"[2, 0, 0, 0, 1, 0, 0, 0, 0]"
ups,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
sleazy,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
polk,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
novemb,"[2, 0, 0, 0, 1, 0, 0, 0, 0]"
22/person,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
sawmil,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
horseandbuggy,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
amish/mennonites,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
franky,"[0, 0, 0, 0, 0, 0, 3, 0, 0]"
vall,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
sang,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
fracass,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
crass,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
flagproof,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
gloom,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
drink/beer,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
nonstop,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
le,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
chillin,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
kavab,"[0, 0, 0, 0, 1, 0, 3, 0, 0]"
1375,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
